name,OverallRating,age,hits,PotentialGrowth,Potential-Overall
Timothy Tillman,64,21,3,76,12
Santi Samanes,64,25,1,70,6
Yunus Akgün,64,20,6,81,17
Steven Sessegnon,64,20,4,81,17
Gustavo Torres,64,24,2,73,9
Lukas Scherff,64,24,1,71,7
Tom Bayliss,64,21,2,78,14
Dani Morer,64,22,7,75,11
Miha Blazic,64,27,6,68,4
Florian Hansch,64,24,2,69,5
Felix Weber,64,25,2,69,5
Kevin Kunz,64,28,0,66,2
Kevin Rodrigues Pires,64,28,2,64,0
Erhan Mašovic,64,21,1,77,13
Pál Dárdai,64,21,2,76,12
Kyle McAllister,64,21,3,79,15
Ken Tokura,64,34,0,64,0
Karl Larson,64,28,3,64,0
Shamit Shome,64,22,2,69,5
Youssef Maziz,64,22,2,70,6
Lassana Faye,64,22,1,71,7
Dillson Teixeiro,64,24,0,64,0
Kyle Duncan,64,22,3,75,11
Strefezza,64,23,2,72,8
Axel Bakayoko,64,22,4,76,12
Saeed Al Rubaie,64,26,0,70,6
Moritz Nicolas,64,22,1,76,12
Jonny Smith,64,23,1,74,10
Vincent Thill,64,20,3,78,14
Mairdel Sampaio,64,20,0,64,0
Morgan Feeney,64,21,2,77,13
Ballou Tabla,64,21,2,75,11
Hakan Demir,64,22,1,68,4
Ryo Shinzato,64,30,1,65,1
Ahn Tae Hyun,64,27,1,64,0
Park Jeong Su,64,26,1,68,4
Camilo Moya,64,22,3,76,12
Cameron Borthwick-Jackson,64,23,7,71,7
Christian Maghoma,64,22,0,68,4
Ismail Çipe,64,25,1,68,4
Juli Morrinhos,64,20,2,64,0
Alessandro Deiola,64,24,5,70,6
Sven Sprangler,64,25,1,69,5
Zain Westbrooke,64,23,3,72,8
Ryan Broom,64,23,0,68,4
Leonardo Escorcia,64,23,2,74,10
Joo Hyeon Woo,64,29,2,64,0
Kevin Mercado,64,25,2,67,3
Memo Rodriguez,64,24,0,67,3
Deklan Wynne,64,25,3,69,5
Luke McGee,64,24,1,72,8
Gabriel Alanís,64,26,2,65,1
Patrick Pflücke,64,23,3,73,9
Anthony Walongwa,64,26,2,67,3
Nicola Sutter,64,25,1,71,7
Ahmed Sharahili,64,26,1,70,6
Dani Molina,64,24,1,73,9
Nathan Thomas,64,25,3,66,2
Stefano Vecchia,64,25,3,67,3
Romel Quiñonez,64,28,1,66,2
Nikita Contini,64,24,5,72,8
Sofian Chakla,64,26,1,69,5
Luca Nizzetto,64,34,1,64,0
Alexi Gómez,64,27,2,64,0
Platini,64,34,2,64,0
Gedion Zelalem,64,23,5,72,8
Oswal Álvarez,64,25,2,71,7
Luis Delgado,64,39,0,64,0
Mitch Pinnock,64,25,2,64,0
Ryan Haynes,64,24,1,67,3
Sebastian Patzler,64,29,0,66,2
Wes Burns,64,25,1,67,3
Bruno,64,26,1,65,1
Tim Payne,64,26,2,66,2
Tawfiq Bu Haymid,64,32,1,64,0
Nathaniel Knight-Percival,64,33,2,64,0
Fábio,64,30,2,65,1
Anthony Forde,64,26,0,64,0
Jonathan Espericueta,64,25,0,65,1
Alessandro Bruno,64,37,0,64,0
Danny Rose,64,26,1,66,2
Galin Ivanov,64,32,3,64,0
Geir André Herrem,64,32,2,64,0
Giacomo Beretta,64,28,4,64,0
Jonathan Bond,64,27,1,69,5
Tim Björkström,64,29,4,65,1
Eirik Holmen Johansen,64,28,0,68,4
Ole Söderberg,64,30,0,66,2
Carlos Gutiérrez,64,30,6,64,0
Timo Gebhart,64,31,2,64,0
Jorge Bava,64,38,1,64,0
Leao Butrón,64,43,0,64,0
Luis Michel,64,41,0,64,0
Ronny König,64,37,2,64,0
Angel Lyaskov,63,22,0,72,9
Malick Thiaw,63,18,2,80,17
Joaquín Zeballos,63,23,0,72,9
Miloš Stanojevic,63,26,1,66,3
Hugo Martínez,63,20,0,74,11
Leandro Silva,63,21,0,70,7
Nkosi Burgess,63,23,0,74,11
Marcos Enrique,63,20,0,75,12
Jeremy Salas,63,25,0,68,5
Elder Arauz,63,30,0,64,1
Francisco Gerometta,63,20,1,74,11
Fabricio Díaz,63,17,0,77,14
Janis Antiste,63,17,2,80,17
Ricard,63,20,2,74,11
Jacson Pita,63,24,0,67,4
Jorge Toledo,63,24,1,66,3
Jonas Arweiler,63,23,0,71,8
Camilo,63,21,1,77,14
Danny Henriques,63,23,0,73,10
Ivan Ostojic,63,31,0,63,0
Mohanad Ali,63,20,4,80,17
Moussa Sissako,63,19,2,77,14
Maximiliano Pereira,63,27,0,66,3
André Mesquita,63,22,1,70,7
Francesco Lo Celso,63,20,0,77,14
Rodrigo Villagra,63,19,0,80,17
Leonard Owusu,63,23,0,70,7
Guillermo Firpo,63,32,0,63,0
Francisco Rodríguez,63,27,0,64,1
Jorge Cuellar,63,29,0,64,1
Teddy Akumu,63,27,0,65,2
Nikola Kuveljic,63,23,1,71,8
Antoine Colassin,63,19,1,77,14
Janio Pósito,63,30,0,63,0
João Felipe,63,19,2,76,13
Luete Ava Dongo,63,24,1,70,7
Gozálbez,63,19,1,79,16
Tomás Castro,63,21,0,75,12
Luis Ramírez,63,23,0,69,6
Loïc Badé,63,20,1,76,13
Luis Castillo,63,21,0,71,8
Willan Álvarez,63,24,0,69,6
Davinson Jama,63,21,1,71,8
Marcelo Palomino,63,19,0,77,14
Ramiro Quintana,63,25,0,67,4
Sontje Hansen,63,18,5,84,21
Gustavo Giménez,63,33,0,63,0
Carlos Montiel,63,26,0,66,3
Francisco Parra,63,28,0,63,0
Mehdi Zerkane,63,21,3,73,10
Joaquín Fernández,63,21,3,71,8
Edwin Cangá,63,26,0,65,2
Kevin Romay,63,26,0,64,1
Jorge Ordóñez,63,25,2,64,1
Anderson Rey,63,25,0,65,2
Gustavo Olguín,63,25,0,69,6
Luis Ortíz,63,20,0,73,10
Zafer Görgen,63,20,0,76,13
Dixon Arroyo,63,28,0,65,2
Leonardo Mifflin,63,20,0,69,6
Richard Mina,63,21,0,74,11
Robert Cueto,63,21,2,69,6
José Cazares,63,29,0,63,0
Simon Omossola,63,22,0,70,7
Conor Noß,63,19,1,80,17
Leonardo Villar,63,20,0,80,17
Gabriel Marques,63,32,2,63,0
Paolo Méndez,63,21,0,67,4
Anthony Fuentes,63,21,0,68,5
Joe Martinez,63,21,0,72,9
Samuele Ricci,63,18,2,81,18
Franco,63,22,1,74,11
Juan Alvez,63,36,1,63,0
Jorge Trinidad,63,27,0,63,0
Mathías Laborda,63,20,0,71,8
Joaquín Trasante,63,21,0,73,10
Jefferson Encada,63,22,0,71,8
Omar Yaisien,63,20,3,79,16
Hans Nicolussi Caviglia,63,20,5,81,18
Joseph Okumu,63,23,1,76,13
Tòfol Montiel,63,20,2,77,14
Romano Postema,63,18,2,79,16
Bermejo,63,22,0,74,11
Elías López,63,20,1,75,12
Sergio Lozano,63,21,0,77,14
Diego Zivulic,63,28,0,64,1
Kelvin Ofori,63,19,3,81,18
Ipalibo Jack,63,22,0,73,10
Marcinho,63,25,3,67,4
Mohamed Bahlouli,63,20,0,78,15
Jorge Vilela,63,24,0,68,5
Brayan Hurtado,63,21,3,80,17
Yacouba Diori,63,22,1,72,9
Fodé Konaté,63,19,1,74,11
João Gonçalves,63,19,1,73,10
Albert Stahl,63,21,0,76,13
Zinédine Ould Khaled,63,20,2,75,12
Berto,63,22,0,75,12
Bhadrashree Raj,63,32,1,63,0
Prakul Bhatt,63,35,3,63,0
Malcolm Badu,63,23,1,72,9
Muhammet Akpinar,63,18,2,70,7
Maxim De Cuyper,63,19,3,77,14
Okan Chatziterzoglou,63,24,0,71,8
Brian Araújo,63,20,1,73,10
Lukas Scepanik,63,26,1,64,1
Philippe Paulin Keny,63,21,1,74,11
Atakan Gündüz,63,19,2,82,19
Razvan Patriche,63,34,0,63,0
Mihai Neicu?escu,63,21,2,74,11
Chris Richards,63,20,2,80,17
Derrick Köhn,63,21,4,77,14
Ahmed Isaiah,63,24,2,68,5
Fernando Cardozo,63,19,0,72,9
Christian Conteh,63,20,4,77,14
Anthony Soubervie,63,36,0,63,0
Bilal Benkhedim,63,19,5,81,18
Nathan Collins,63,19,6,83,20
Thore Pedersen,63,23,1,70,7
Hernán López,63,19,0,75,12
Ilya Gaponov,63,22,1,71,8
Martin Minchev,63,19,4,76,13
Marius Mihalache,63,35,0,63,0
Roberto Romeo,63,30,1,63,0
Doru Popadiuc,63,25,0,66,3
Robbe Quirynen,63,18,5,81,18
Rasmus Karjalainen,63,24,0,70,7
Dennis Politic,63,20,5,79,16
Jeremy Ngakia,63,19,4,80,17
Frankie Amaya,63,19,2,78,15
Armel Bella-Kotchap,63,18,6,85,22
Altube,63,20,8,80,17
Leonidas Stergiou,63,18,18,86,23
Donovan Pines,63,22,2,70,7
Pepe Castaño,63,21,1,73,10
Felix Nmecha,63,19,12,83,20
Alessio Riccardi,63,19,13,83,20
Boubacar Fofana,63,21,7,78,15
Leif Davis,63,20,3,78,15
Lucien Agoume,63,18,31,85,22
Fran García,63,20,2,78,15
Ricardo Grigore,63,21,1,76,13
Mohamed Daramy,63,18,7,83,20
Guillamón,63,20,1,78,15
Mounaïm El Idrissy,63,21,1,75,12
Lucas Beltrán,63,19,0,79,16
Roman Tugarev,63,22,0,78,15
Matías Palacios,63,18,8,85,22
Kenzo Goudmijn,63,18,0,78,15
Andrés Perea,63,19,1,78,15
Aleksandar Tsvetkov,63,29,1,63,0
Gustav Henriksson,63,22,0,68,5
Pelayo Morilla,63,19,2,79,16
Roberto Domínguez,63,23,0,75,12
James Scott,63,19,0,81,18
Zhu Chenjie,63,19,4,75,12
Kevin Moreno,63,20,4,82,19
Ederson Moreno,63,26,1,67,4
Toshiya Takagi,63,27,2,64,1
Oliver Batista Meier,63,19,8,81,18
Arbenit Xhemajli,63,22,8,76,13
Djegui Koita,63,20,0,70,7
Salem Mbakata,63,22,2,72,9
Fabrizio Caligara,63,20,1,80,17
Edwin Herrera,63,21,2,77,14
Niklas Heidemann,63,25,1,68,5
Lubomír Tupta,63,22,2,74,11
Henrik Löfkvist,63,25,1,69,6
Mattia Viviani,63,19,7,79,16
Finn Dahmen,63,22,1,75,12
Hirokazu Ishihara,63,21,1,72,9
Mickel Miller,63,24,1,68,5
Fausto Vera,63,20,10,80,17
Ali Al Nemer,63,28,1,63,0
Adam Ståhl,63,25,4,66,3
Oliver Steurer,63,25,0,70,7
Ron-Thorben Hoffmann,63,21,2,76,13
Jack Lahne,63,18,3,78,15
Patric Pfeiffer,63,20,1,79,16
Sultan Farhan,63,23,3,74,11
Pyry Soiri,63,25,1,66,3
Abdoulaye Dabo,63,19,8,80,17
Ryan Strain,63,23,0,67,4
Paul Smyth,63,22,4,72,9
Rollin Menayese,63,22,1,69,6
Oguz Kagan Güçtekin,63,21,1,78,15
Alessandro Semprini,63,22,0,69,6
Zech Medley,63,20,10,81,18
William Bianda,63,20,4,73,10
Alejandro Zamudio,63,22,1,73,10
Afimico Pululu,63,21,3,77,14
Michel Niemeyer,63,24,1,69,6
Jamil Dem,63,27,1,65,2
Ali Odabas,63,26,0,68,5
Kyosuke Tagawa,63,21,2,72,9
João Virgínia,63,20,3,76,13
Callum Gribbin,63,21,5,75,12
Filippo Melegoni,63,21,3,75,12
Lukas Jonsson,63,27,0,67,4
Tashan Oakley-Boothe,63,20,4,79,16
Lee Sang Ki,63,24,0,72,9
Béla Fejér,63,25,0,71,8
Sandro Kulenovic,63,20,3,80,17
Miguel Santos,63,25,1,67,4
Alfie Whiteman,63,21,7,74,11
Felipe Soldivia,63,20,0,63,0
Utku Yuvakuran,63,22,3,74,11
Mads Emil Madsen,63,22,2,71,8
Yehvann Diouf,63,20,4,78,15
Kane Wilson,63,20,1,72,9
Tony Rocha,63,26,2,66,3
Ivan Vujica,63,23,0,68,5
Sondre Solholm Johansen,63,25,1,70,7
Ismail Isa,63,31,1,63,0
Sander Asevedo,63,24,0,63,0
Lee Dong Su,63,26,0,67,4
Manuel Maranda,63,23,1,73,10
Anthony Georgiou,63,23,2,72,9
Iván Rojas,63,23,1,74,11
Joe Riley,63,23,2,70,7
Luke Bolton,63,20,1,77,14
Ignacio Chicco,63,24,0,73,10
Andrew Tarbell,63,26,1,65,2
Jan Bamert,63,22,0,76,13
Ali Abdullah Hazazi,63,26,1,68,5
Dominik Reimann,63,23,2,69,6
Thomas Dasquet,63,26,0,69,6
Duckens Nazon,63,26,4,66,3
Daniel Franco,63,29,0,65,2
Scott McMann,63,24,2,71,8
Maurice Litka,63,24,5,70,7
Leandro Contin,63,24,2,70,7
Esteban Ruiz,63,23,2,75,12
Ben Richards-Everton,63,28,1,65,2
Mickaël Latour,63,24,2,67,4
Jordan Lyden,63,24,0,66,3
Otis Khan,63,23,1,67,4
Rayan Al Mousa,63,26,0,70,7
Rodin Quiñones,63,25,2,69,6
David Djigla,63,24,2,65,2
Ivan Näsberg,63,24,1,72,9
Aaron Chapman,63,30,0,65,2
Kevin Rendón,63,27,1,63,0
Martín Galmarini,63,38,0,63,0
Morgan Ferrier,63,25,2,66,3
Ihor Berezovskyi,63,29,1,64,1
Tomislav Gomelt,63,25,2,68,5
Lee Woo Hyeok,63,27,1,64,1
Sayouba Mandé,63,27,1,67,4
Saleh Saad Al Qumayzi,63,28,2,63,0
Hussain Omar Sulaimani,63,43,1,63,0
Stefan van der Lei,63,27,1,66,3
Gearóid Morrissey,63,28,1,64,1
Giannis Kontoes,63,34,1,63,0
Jang Hyuk Jin,63,30,2,63,0
Junior Tallo,63,27,2,63,0
Daniel Jarl,63,28,2,65,2
Jonas Lindberg,63,31,2,63,0
Chuma Anene,63,27,2,66,3
Aslak Falch,63,28,0,66,3
Frank Nouble,63,28,4,63,0
Michael Gardawski,63,29,3,63,0
Gai Assulin,63,29,2,63,0
Erik Israelsson,63,31,3,63,0
Óscar Bagüí,63,37,0,63,0
Habib Habibou,63,33,1,63,0
Tom Pope,63,34,2,63,0
Gary Rogers,63,38,1,63,0
Philipp Heerwagen,63,37,1,63,0
Christoffer Källqvist,63,36,2,63,0
Svetoslav Kovachev,62,22,1,72,10
Ari Leifsson,62,21,0,72,10
Josip Šutalo,62,20,0,76,14
Iba May,62,22,0,73,11
Anthony Correia,62,20,0,73,11
Oslimg Mora,62,21,0,75,13
Nico Gorzel,62,22,0,70,8
Yeiber Murillo,62,22,0,69,7
Facundo Lando,62,21,1,74,12
Lucas Paes,62,22,0,72,10
Gibson Fuentes,62,21,0,71,9
Manuel Fuentes,62,24,0,66,4
Yordi Vílchez,62,25,0,67,5
Youssef El Kachati,62,20,0,72,10
El Bilal Touré,62,18,1,81,19
Tomás Diáz,62,23,0,71,9
Alan Murialdo,62,27,0,63,1
Daniel Sandy,62,18,0,73,11
Cristhian Riveros,62,21,0,73,11
Juan José Franco,62,28,0,62,0
Realdo Fili,62,24,0,68,6
Luis Cárdenas,62,29,0,64,2
Benny Díaz,62,21,0,70,8
Braian Martínez,62,20,1,74,12
Rijad Kobiljar,62,24,0,69,7
Jimmy Isita,62,26,0,65,3
Javi Martínez,62,20,2,77,15
Florián Monzón,62,19,2,75,13
Anis Ben Slimane,62,19,0,80,18
Juan Pretel,62,36,0,62,0
Marcos Delgado,62,32,0,62,0
Homero Calderón,62,26,0,64,2
Juande,62,21,1,73,11
David Tijanic,62,23,0,69,7
José Carabalí,62,23,0,68,6
Léo Chão,62,20,0,74,12
Juan Pablo Martínez,62,21,0,76,14
Diego Aaron Pámanes,62,25,4,66,4
Federico Nicosia,62,30,0,62,0
Bryan Hernández,62,21,0,69,7
Benjamín Gazzolo,62,23,0,70,8
Juan Montenegro,62,23,1,71,9
Steven Rivadeneyra,62,25,0,65,3
Charles Vélez,62,27,0,65,3
Jerry León,62,25,0,68,6
Martín Rabuñal,62,26,1,67,5
Alpha Dionkou,62,18,5,80,18
Victor Dávalos,62,29,0,62,0
Gustavo Rojas,62,38,0,62,0
Gonzalo Viera,62,33,0,62,0
Georgi Georgiev,62,31,1,62,0
Daniel Valdés,62,35,0,62,0
Nieto,62,22,1,70,8
Pape Meissa Ba,62,23,1,70,8
Rodrigo Ruiz Díaz,62,21,0,68,6
José Monaga,62,22,0,66,4
Miguel Aucca,62,21,0,77,15
Milciades Portillo,62,28,0,64,2
Jair Yglesias,62,39,0,62,0
Francés,62,17,0,80,18
Ilay Elmkies,62,20,1,78,16
Esquerdo,62,21,2,74,12
Anderson Oliveira,62,22,1,73,11
Hideyoshi Arakaki,62,22,0,68,6
Pablo Labrin,62,20,0,71,9
Paolo Fuentes,62,24,1,67,5
Tommy Doyle,62,18,4,85,23
Diallo Amad Traore,62,18,4,82,20
Mohamed Amissi,62,19,0,74,12
Jeizon Ramírez,62,19,0,67,5
Pedro Álvarez,62,19,0,72,10
Moisés Acuña,62,24,0,63,1
Misael Martínez,62,22,1,71,9
Edson Rivas,62,18,0,75,13
Bryan Oña,62,26,0,63,1
Edison Carcelén,62,27,0,64,2
Ignacio Pereira,62,22,0,71,9
Roberto Fernández,62,20,0,75,13
Tosin Aiyegun,62,22,4,77,15
Dalibor Velimirovic,62,19,0,76,14
Ayrton Páez,62,25,0,66,4
Giacomo Raspadori,62,20,3,78,16
Nuno Henrique,62,21,1,72,10
Nacho,62,21,1,71,9
Nico Melamed,62,19,1,80,18
Adrián Bernabé,62,19,1,78,16
Filippo Tolomello,62,18,4,81,19
Aleksa Terzic,62,20,3,75,13
Alfie Doughty,62,20,1,76,14
Aster Vranckx,62,17,6,83,21
Víctor Mora,62,20,0,68,6
Marco Toscano,62,23,0,74,12
Marouan Azarkan,62,18,2,81,19
Robert Moldoveanu,62,21,1,75,13
Anvit Swaminathan,62,28,2,62,0
Hantidev Bhandari,62,31,0,62,0
Abhimoda Chakraborty,62,34,0,62,0
Jordan Tunnicliffe,62,26,0,66,4
Romeesh Ivey,62,26,1,63,1
Amadou Sagna,62,21,2,73,11
Nikolas Dyhr,62,19,0,75,13
Charles Boli,62,21,3,76,14
Darko Churlinov,62,20,2,81,19
Yeison Carabali,62,26,1,66,4
Bartosz Bida,62,19,4,80,18
Abdallah Ali Mohamed,62,21,0,74,12
Sandro Neurauter,62,28,0,63,1
Matías Pato,62,27,0,62,0
Kabelo Dlamini,62,24,2,68,6
Mehmet Erdem Ugurlu,62,32,1,62,0
Nick Shinton,62,19,2,80,18
Nesta Guinness-Walker,62,20,1,75,13
Jacob Greaves,62,19,1,72,10
Jonas Carls,62,23,3,71,9
Valentin Antov,62,19,2,77,15
Andrei Ra?iu,62,22,0,74,12
Lauren?iu Popescu,62,23,1,69,7
Louis Carnot,62,19,1,76,14
Tobias Raschl,62,20,3,79,17
Julian Araujo,62,18,5,79,17
Andre Shinyashiki,62,23,0,72,10
Diego Carrasco,62,25,1,67,5
Liu Yi,62,31,2,62,0
Josh Benson,62,20,6,74,12
Ousmane Camara,62,21,1,76,14
Robbie Gotts,62,20,0,77,15
Marc Aguado,62,20,6,79,17
Ki-Jana Hoever,62,18,49,84,22
Lauren?iu Corbu,62,26,0,67,5
Mads Bidstrup,62,19,2,78,16
Federico Navarro,62,20,1,79,17
Luc Ihorst,62,20,1,73,11
Näis Djouahra,62,20,2,78,16
Otaño,62,25,1,69,7
Ersin Destanoglu,62,19,1,77,15
Cole Bassett,62,19,3,80,18
Louie Sibley,62,18,0,80,18
Lukas Gottwalt,62,22,2,72,10
Alfio Oviedo,62,24,0,67,5
Jonas David,62,20,0,79,17
Renzo Paparelli,62,23,0,73,11
Amadou Dia Ndiaye,62,20,7,79,17
Mattia Trovato,62,22,1,74,12
Simon Sohm,62,19,4,82,20
Brandon Baiye,62,19,4,75,13
Arton Zekaj,62,20,2,75,13
Amir Adouyev,62,21,1,79,17
Harouna Abou Demba,62,28,1,62,0
Yari Otto,62,21,3,75,13
Endika,62,23,2,69,7
Reo Griffiths,62,20,9,80,18
Garissone Innocent,62,20,3,74,12
Gabriele Corbo,62,20,2,76,14
Kellyan,62,21,2,71,9
Isak Magnusson,62,22,1,75,13
Arvin Appiah,62,19,8,82,20
Wyatt Omsberg,62,24,0,70,8
Alex Roldan,62,24,1,71,9
Tristan Blackmon,62,23,2,68,6
Louis D'Arrigo,62,18,0,74,12
Oliver Šarkic,62,23,1,72,10
Dennis Smarsch,62,21,2,76,14
Zhang Xiuwei,62,24,1,69,7
Jannis Kübler,62,21,1,77,15
Jasse Tuominen,62,24,3,69,7
Timothy Eyoma,62,20,1,77,15
Bobby Adekanye,62,21,5,76,14
Charlie Lakin,62,21,1,78,16
Matteo Gabbia,62,20,6,77,15
Go Myeong Seok,62,24,0,71,9
Elias Abouchabaka,62,20,3,73,11
Ákos Kecskés,62,24,1,70,8
Luca Matarese,62,22,4,70,8
Alan,62,23,1,68,6
Torben Müsel,62,21,4,77,15
Josh Gordon,62,25,0,64,2
Jaminton Campaz,62,20,4,82,20
Rodrigo Schlegel,62,23,1,73,11
Jerónimo Pourtau,62,20,0,78,16
Bryan Lasme,62,21,3,74,12
Alfie May,62,27,2,63,1
Ahmet Muhamedbegovic,62,21,1,70,8
Yanick van Osch,62,23,2,71,9
Julius Kade,62,21,0,79,17
Luis Sandoval,62,21,0,78,16
Aaron Morley,62,20,2,74,12
Vladimir Golemic,62,29,1,62,0
Darnell Johnson,62,21,2,75,13
Enzo Guerrero,62,29,1,63,1
Mamadou Doucouré,62,22,6,76,14
Diego González,62,22,0,75,13
Ko Shimura,62,24,1,68,6
Marco Festa,62,28,2,64,2
Tiagildo Serra,62,20,0,62,0
Túlio Nevinha,62,20,1,62,0
Raullino Meneses,62,20,1,64,2
Frank Ronstadt,62,23,2,70,8
Mario Piccinocchi,62,25,0,69,7
Elijah Adebayo,62,22,1,69,7
Ashley Baker,62,23,0,67,5
Marcus Mathisen,62,24,0,65,3
Johan Valencia,62,24,0,73,11
Elliott List,62,23,2,72,10
Juan Pérez,62,24,0,72,10
Dan Agyei,62,23,3,69,7
Ingvar Jónsson,62,30,0,63,1
Ibrahim Cissé,62,24,2,71,9
John Santander,62,26,2,65,3
Jeppe Simonsen,62,24,1,66,4
Frederik Børsting,62,25,2,65,3
Adam Phillips,62,22,4,72,10
Hillel Konaté,62,25,1,66,4
Stephen Hendrie,62,25,2,66,4
Andrea Paroni,62,30,1,62,0
Jack Rose,62,25,2,68,6
Tim Nilsen,62,27,1,63,1
Harry Lewis,62,22,2,74,12
Guido Guerrieri,62,24,2,69,7
Matthew Ridenton,62,24,2,66,4
Alex Kenyon,62,28,2,63,1
Danny Whitehead,62,26,1,64,2
Nicolás Correa,62,36,1,62,0
Lucas Rodríguez,62,26,1,65,3
William Cuesta,62,27,0,66,4
David Valencia,62,29,0,63,1
Hardy Cavero,62,24,1,73,11
Matt Preston,62,25,1,63,1
Giancarlo Gallifuoco,62,26,2,67,5
Jordan Turnbull,62,25,4,69,7
Stephen Sama,62,27,2,64,2
Sead Hajrovic,62,27,1,65,3
Jakub Szumski,62,28,0,65,3
Brendan Hamill,62,27,1,64,2
Harry Davis,62,28,1,64,2
Eugeniu Cebotaru,62,35,1,62,0
Ali Al Mazaidi,62,34,1,62,0
Simon Madden,62,32,2,62,0
Elliot Parish,62,30,1,64,2
Matt Simon,62,34,2,62,0
Craig Mackail-Smith,62,36,2,62,0
Brian Murphy,62,37,0,62,0
Pier Graziano Gori,62,40,0,62,0
Barry Roche,62,38,2,62,0
Jobi McAnuff,62,38,1,62,0
Don Cowie,62,37,1,62,0
Armando Broja,61,18,6,84,23
Kevin Lewis,61,21,0,69,8
Emanuele Zuelli,61,18,0,75,14
Aramis Kouzine,61,21,1,70,9
Guille Rosas,61,20,0,73,12
Éder Cetré,61,25,0,66,5
Nixon Molina,61,27,0,64,3
Eduardo Rabanal,61,23,0,65,4
Bruno Correa,61,29,0,61,0
Martín Fernández,61,19,1,73,12
Eduardo Duarte,61,26,0,65,4
Lars Olden Larsen,61,21,0,71,10
Luiz Fernando,61,23,1,67,6
Steeven Saba,61,27,1,63,2
Carlos Jimémez,61,22,0,66,5
Germán Chanchamire,61,25,0,64,3
Alejandro González,61,26,0,64,3
Ariel Coronel,61,33,0,61,0
Tomislav Krizmanic,61,19,2,78,17
Nkanyiso Zungu,61,24,0,65,4
Elías Meza,61,22,0,67,6
Sebastian Reyes,61,23,0,66,5
Mario,61,23,0,69,8
Jayden Nelson,61,17,2,76,15
Tomáš Brecka,61,26,0,66,5
Zabarte,61,21,0,73,12
Franco Ezequiel Paredes,61,21,0,74,13
Eros Maddy,61,19,0,77,16
Gabriël Çulhaci,61,20,0,74,13
Pedro Gutiérrez,61,28,0,61,0
Moreno,61,18,2,79,18
Renzo Orihuela,61,19,0,74,13
Cristian Duma,61,24,0,69,8
Santiago Cartagena,61,17,1,81,20
Edixson González,61,29,0,62,1
Alan Liebeskind,61,35,0,61,0
Adrián Martínez,61,27,0,65,4
Daniel Segura,61,21,0,70,9
Richard Nuñez,61,22,0,69,8
Daryl Dike,61,20,5,81,20
Moaath Afana,61,29,1,61,0
Hugo Espínola,61,25,0,67,6
Maxence Rivera,61,18,0,79,18
Yuya Asano,61,23,0,67,6
Widen Saucedo,61,23,1,68,7
Cristian Paredes,61,30,0,61,0
Isidro Pitta,61,20,0,69,8
Rodrigo Banegas,61,24,0,67,6
David Loera,61,21,0,75,14
Hugo Rojas,61,26,0,63,2
Adrian Oeynhausen,61,18,1,77,16
Bayli Spencer-Adams,61,19,1,76,15
Youssouph Badji,61,18,1,79,18
Leonardo Aponte,61,26,1,64,3
Rein Smit,61,19,0,72,11
Pepe Sánchez,61,20,0,76,15
Richard Figueroa,61,23,1,65,4
Javier Maldonado,61,26,1,62,1
Pedro Ramírez,61,27,0,61,0
Kevin De La Hoz,61,22,0,68,7
Junior Vargas,61,20,0,72,11
Facundo Silvera,61,23,0,68,7
Carlos Torres,61,32,1,61,0
David Ayala,61,18,0,82,21
Noah Diliberto,61,18,0,74,13
Roberto Céspedes,61,21,0,66,5
Juan Raúl Neira,61,25,0,63,2
Marcelo Molinas,61,19,0,65,4
Kartal Yilmaz,61,19,0,76,15
Serkan Asan,61,21,0,68,7
Damian Rivera,61,17,4,76,15
Luis Fernando Fernández,61,42,0,61,0
Javier Quiñónez,61,31,1,61,0
Leonardo Urapuca,61,21,0,65,4
Elijah Just,61,20,1,75,14
Bastian Badu,61,20,0,75,14
Nick Woltemade,61,18,2,77,16
Nicholas Gioacchini,61,20,1,76,15
Sainz-Maza,61,22,1,69,8
Tomás Bourdal,61,22,0,72,11
Guillermo Fernández,61,32,0,61,0
Henry Cangá,61,33,1,61,0
Kenny Romero,61,25,1,65,4
Darío Sarmiento,61,17,1,80,19
Joaquín Astorga,61,19,0,68,7
Joel Pinto,61,40,0,61,0
Roque Guachiré,61,25,2,65,4
Brandon Palacios,61,22,2,68,7
Pépé Bonet,61,17,1,74,13
Alan Medina,61,22,1,68,7
Marcelo Freites,61,22,0,73,12
Muhammed-Cham Saracevic,61,19,0,75,14
Gabriele Plechero,61,17,1,79,18
Elia Giani,61,19,1,80,19
Rafael Arace,61,25,1,67,6
Daniel Linárez,61,28,2,61,0
Alessandro Fiordaliso,61,21,0,72,11
Wilfried Singo,61,19,3,78,17
Ivan Turitsov,61,21,2,71,10
Patrick Vroegh,61,20,1,72,11
Charalambos Stamboulidis,61,24,0,66,5
Matchoi Djaló,61,17,0,75,14
Enrico Del Prato,61,20,0,77,16
Jota Gonçalves,61,20,0,71,10
Cosmin Bîrnoi,61,22,0,70,9
Breno,61,20,0,70,9
Malik Talabidi,61,19,3,73,12
Lucas González,61,20,3,79,18
Lars Nussbaumer,61,19,1,75,14
Jesús Ramírez,61,22,0,71,10
Thomas Garcia,61,25,0,65,4
Désiré Segbé Azankpo,61,27,0,62,1
Anouar Ait El Hadj,61,18,3,80,19
Nelson Hernández,61,28,0,62,1
Joan Femenías,61,23,0,71,10
Soberón,61,23,0,70,9
